index,unit2_pos,unit1_beam_32,unit1_beam_64
501,"[0.2053118778311446, 0.8614718612581433]",25,49
502,"[0.24699821432558727, 0.08333333344868118]",23,45
503,"[0.233800619861032, 0.10389610386414605]",23,45
504,"[0.5538063668606507, 0.06493506506888841]",6,11
505,"[0.7551569138565234, 0.7943722941535829]",4,7
506,"[0.5046694443872811, 0.11904761919043066]",11,21
507,"[0.1417869091263155, 0.8571428571867992]",28,55
508,"[0.8463906734200348, 0.7164502164092704]",2,2
509,"[0.48937829683653283, 0.06926406929402974]",9,17
510,"[0.6408735452837486, 0.06709956695076338]",2,3
511,"[0.2581227807359221, 0.03679653675958554]",23,45
512,"[0.22403070544421413, 0.010822510793549026]",24,47
513,"[0.40313211961941725, 0.0075757575862437435]",14,27
514,"[0.11104041378362253, 0.08874458869165856]",30,59
515,"[0.09390201350118405, 0.8463203463932502]",29,58
516,"[0.4699821432267049, 0.12121212122610277]",14,26
517,"[0.2553108515890255, 0.9556277053465765]",26,52
518,"[0.8292933232015414, 0.7911255409462776]",2,3
519,"[0.6828267071646665, 0.7976190475146853]",6,11
520,"[0.3756491040832652, 0.1255411254512441]",19,38
521,"[0.5751523983474477, 0.7521645021510199]",11,21
522,"[0.39904763859231007, 0.8073593072903983]",18,34
523,"[0.5404445721548989, 0.01623376619032354]",6,11
524,"[0.5010159890024296, 0.08441558446651723]",10,19
525,"[0.19402311117961335, 0.1320346320196518]",28,55
526,"[0.5893351942737657, 0.7932900431357468]",9,17
527,"[0.5291968555673128, 0.7467532466004483]",12,22
528,"[0.4326881632097898, 0.804112554083093]",17,34
529,"[0.17639211017358541, 0.9880952378810207]",30,59
530,"[0.7170214076016533, 0.804112554083093]",6,11
531,"[0.5073171732929812, 0.7932900431357468]",12,23
532,"[0.4722604215860669, 0.061688311707786]",10,19
533,"[0.32394655281750184, 0.7716450215486488]",20,39
534,"[0.42669485436965865, 0.07683982688027349]",12,23
535,"[0.29281008189649826, 0.9199134199124213]",26,51
536,"[0.5177644137065576, 0.7467532466004483]",12,23
537,"[0.7160156811225019, 0.7251082250133503]",5,9
538,"[0.1428336856839959, 0.9469696968962938]",30,60
539,"[0.5898277949973552, 0.11255411262202297]",4,6
540,"[0.22518010714717338, 0.11038961027875661]",24,47
541,"[0.1341515978742196, 0.12121212122610277]",28,55
542,"[0.6215389667698383, 0.11255411262202297]",2,3
543,"[0.5066193222642502, 0.7467532466004483]",13,26
544,"[0.6275733256739146, 0.06926406929402974]",3,6
545,"[0.1765152603654207, 0.11580086582932826]",26,51
546,"[0.6486114816957073, 0.050865800914236974]",2,2
547,"[0.3939163810221064, 0.08874458869165856]",15,29
548,"[0.15553867942496172, 0.04437229434582928]",28,54
549,"[0.3801030356567104, 0.7932900431357468]",20,38
550,"[0.5647462079978164, 0.03679653675958554]",6,11
551,"[0.38882617351584786, 0.8290043287236992]",19,38
552,"[0.8647605755187387, 0.7900432899284415]",2,2
553,"[0.1447425134970199, 0.13419913420912102]",26,51
554,"[0.15174154881630242, 0.8538961039794939]",28,54
555,"[0.6615627758057597, 0.10822510839688164]",5,8
556,"[0.8090966934177036, 0.8333333332564348]",6,11
557,"[0.06097986494440788, 0.12229437224393883]",30,59
558,"[0.4150571622037619, 0.08874458869165856]",14,27
559,"[0.37137989778298897, 0.1168831168471643]",15,29
560,"[0.8445023706389834, 0.7662337659980771]",2,2
561,"[0.26957574762864983, 0.09956709948520759]",22,43
562,"[0.4363826686585864, 0.123376623415572]",15,29
563,"[0.4508528150033522, 0.07792207789810954]",11,22
564,"[0.46604133740882164, 0.03896103879525764]",11,22
565,"[0.16643747049818242, 0.8225108224628858]",26,51
566,"[0.42973255885366934, 0.12445887443340806]",15,29
567,"[0.7016481599230149, 0.7716450215486488]",6,11
568,"[0.6002955604283201, 0.11147186129659267]",3,5
569,"[0.6895383920655013, 0.057359307482644666]",2,2
570,"[0.01479854682715882, 0.9155844153796856]",30,59
571,"[0.38759467169958234, 0.09415584424223021]",15,29
572,"[0.37415077688052434, 0.03896103879525764]",17,32
573,"[0.46320888324453646, 0.12229437224393883]",14,27
574,"[0.11968145152945374, 0.11580086582932826]",28,55
575,"[0.7934360953206173, 0.7922077922717079]",4,7
576,"[0.7642700272939714, 0.7673160173235074]",4,7
577,"[0.4923339011926533, 0.07683982688027349]",9,16
578,"[0.16108043760544855, 0.10822510839688164]",26,51
579,"[0.6114201268386549, 0.08116883110541483]",3,6
580,"[0.5642741323061995, 0.07467532484460139]",6,11
581,"[0.6799326779044638, 0.057359307482644666]",2,2
582,"[0.4193263685040381, 0.0075757575862437435]",13,26
583,"[0.572627819618999, 0.03571428574174949]",6,11
584,"[0.36475031301004446, 0.08874458869165856]",17,34
585,"[0.4580776256597489, 0.8019480517398266]",15,29
586,"[0.11900412553269528, 0.049783549588806666]",28,55
587,"[0.307567578659712, 0.10173160182847395]",20,39
588,"[0.4666160382603013, 0.8008658007219905]",15,29
589,"[0.20305412450375515, 0.10281385284631]",25,48
590,"[0.16590381971064788, 0.08874458869165856]",26,52
591,"[0.3937111307315488, 0.7900432899284415]",19,37
592,"[0.0966728925987194, 0.8495670994467583]",28,55
593,"[0.3903655507971177, 0.08874458869165856]",15,29
594,"[0.22975718889786995, 0.13095238100181575]",26,51
595,"[0.457420824694963, 0.08441558446651723]",12,22
596,"[0.24098438045348358, 0.12878787881234652]",22,43
597,"[0.31397138811012626, 0.8409090908426785]",21,41
598,"[0.5446316783272849, 0.7965367964968493]",11,22
599,"[0.368773218941234, 0.1255411254512441]",20,38
600,"[0.5988998583708581, 0.061688311707786]",4,6
601,"[0.7688676340766406, 0.8820346318274054]",7,13
602,"[0.5093696763152291, 0.07683982688027349]",8,14
603,"[0.2982286898851498, 0.8095238093260704]",23,44
604,"[0.6857823115207871, 0.027056276983872564]",2,2
605,"[0.3546930481747787, 0.8138528138588059]",20,39
606,"[0.5991666837719173, 0.7803030301527286]",9,17
607,"[0.15188522404011026, 0.8387445884994121]",28,55
608,"[0.3581617782864612, 0.9112554111545443]",23,44
609,"[0.6223394429438481, 0.034632034723913435]",2,4
610,"[0.6453274768571938, 0.02489177494820046]",2,3
611,"[0.13601937563788238, 0.13528138522695707]",27,52
612,"[0.6046058167925413, 0.02164502174089518]",4,7
613,"[0.5056751708664325, 0.8279220777058631]",14,26
614,"[0.9817327230465748, 0.8841991341706718]",2,3
615,"[0.4252581022628355, 0.04004329012068795]",14,26
616,"[0.36778801749405515, 0.09523809526006626]",17,34
617,"[0.27351655343194914, 0.816017315894478]",24,46
618,"[0.4045072966449067, 0.08874458869165856]",15,29
619,"[0.6484678064864833, 0.07792207789810954]",2,4
620,"[0.5189138153949329, 0.11796536786500036]",11,21
621,"[0.3562529504734372, 0.9145021643618496]",23,44
622,"[0.8357997577972345, 0.7662337659980771]",2,3
623,"[0.6632458282816696, 0.7932900431357468]",7,14
624,"[0.6703269637288424, 0.057359307482644666]",2,3
625,"[0.10334352743560898, 0.8463203463932502]",29,58
626,"[0.4564766732971453, 0.12229437224393883]",15,29
627,"[0.10065474846596383, 0.04761904770693169]",29,57
628,"[0.8055663882101035, 0.7911255409462776]",2,4
629,"[0.7260113708618501, 0.8841991341706718]",7,13
630,"[0.16885942406676835, 0.13311688303748784]",30,59
631,"[0.2602779089180327, 0.8225108224628858]",23,46
632,"[0.20309517456770024, 0.03896103879525764]",25,49
633,"[0.08950965702365647, 0.12878787881234652]",30,59
634,"[0.15428665257672367, 0.1093073594147177]",27,53
635,"[0.03019231953776981, 0.9101731601367082]",30,59
636,"[0.6334434843222104, 0.8419913418605146]",11,22
637,"[0.62615709858448, 0.0790043289159456]",4,7
638,"[0.8610250200059971, 0.8030303030652569]",2,2
639,"[0.5478335830524921, 0.08225108212325087]",7,13
640,"[0.08538412594718812, 0.8538961039794939]",30,59
641,"[0.11896307546875018, 0.08766233767382252]",29,57
642,"[0.5284169044106916, 0.8961038959820569]",15,29
643,"[0.45331581863588327, 0.08441558446651723]",12,23
644,"[0.1361630508471063, 0.03571428574174949]",28,55
645,"[0.6350033866208689, 0.7813852813243617]",7,13
646,"[0.05104575030097741, 0.06709956695076338]",30,59
647,"[0.1814002175665377, 0.10606060605361528]",25,49
648,"[0.37242667432608545, 0.7608225107550998]",19,37
649,"[0.21095626117149416, 0.10173160182847395]",25,49
650,"[0.022433858093838625, 0.9134199133440135]",30,59
651,"[0.6053652429171901, 0.034632034723913435]",4,7
652,"[0.6883479403131808, 0.10606060605361528]",3,5
653,"[0.769688635282623, 0.7196969696165757]",2,3
654,"[0.36655651567778963, 0.8311688309131684]",19,38
655,"[0.3468730116349299, 0.09740259744953549]",19,37
656,"[0.4735945485476113, 0.08333333344868118]",11,21
657,"[0.15677018124122724, 0.08982683970949462]",26,51
658,"[0.419654768986431, 0.804112554083093]",17,33
659,"[0.7470290018662541, 0.10389610386414605]",2,3
660,"[0.16549331910036474, 0.9935064934315923]",30,58
661,"[0.5627347550395136, 0.754329004186692]",11,21
662,"[0.12748096303733, 0.13528138522695707]",28,54
663,"[0.3119599351372396, 0.07575757586243743]",19,37
664,"[0.34475893351676434, 0.7997835497041546]",20,39
665,"[0.1806613164738616, 0.11038961027875661]",25,49
666,"[0.2631308881142905, 0.9523809521392712]",26,52
667,"[0.8941113688185537, 0.835497835445904]",3,6
668,"[0.3144024137377981, 0.774891774755954]",22,42
669,"[0.24763449025840062, 0.9588744587076788]",26,51
670,"[0.8017282075520831, 0.7976190475146853]",3,4
671,"[0.45898072699362147, 0.07575757586243743]",11,21
672,"[0.30602820139302606, 0.9177489175691549]",26,51
673,"[0.29890601588190824, 0.938311688292214]",25,49
674,"[0.407421850951666, 0.8073593072903983]",19,34
675,"[0.2699862482243491, 0.8484848484289222]",23,45
676,"[0.23813140124264195, 0.08333333344868118]",23,44
677,"[0.573181995438506, 0.07359307351917108]",6,10
678,"[0.4540547197285594, 0.08874458869165856]",12,22
679,"[0.7833993555173241, 0.7164502164092704]",3,6
680,"[0.6549126659862587, 0.10822510839688164]",6,11
681,"[0.55848607377121, 0.11255411262202297]",5,9
682,"[0.28761724923037696, 0.8452380950678199]",22,43
683,"[0.7857802590219649, 0.753246753168856]",3,4
684,"[0.6510129102469046, 0.7359307358068993]",7,14
685,"[0.24196958190066245, 0.006493506260813435]",23,45
686,"[0.2485786416562183, 0.7943722941535829]",24,48
687,"[0.45378789434208405, 0.04004329012068795]",12,22
688,"[0.18954865458877948, 0.8636363634476126]",26,51
689,"[0.7208390632422852, 0.761904761926733]",5,9
690,"[0.5782311528954034, 0.7900432899284415]",9,17
691,"[0.32515752960179484, 0.08116883110541483]",19,34
692,"[0.32142197410363704, 0.805194805100929]",22,42
693,"[0.32086779828413, 0.0]",19,37
694,"[0.8236899899397209, 0.7662337659980771]",2,2
695,"[0.8124833234160798, 0.8841991341706718]",6,11
696,"[0.03339422426297695, 0.9145021643618496]",30,58
697,"[0.16251718971227172, 0.1168831168471643]",28,54
698,"[0.5561667453479029, 0.08116883110541483]",7,13
699,"[0.6604954742306907, 0.8387445884994121]",11,20
700,"[0.055479156827866166, 0.13744588757022344]",30,59
701,"[0.2843332443918635, 0.8192640691017833]",23,45
702,"[0.39213070340091777, 0.7575757573939973]",18,34
703,"[0.3754849038420687, 0.004329004378938461]",15,29
704,"[0.5794626547116689, 0.11255411262202297]",4,7
705,"[0.25553662691155576, 0.09740259744953549]",22,43
706,"[0.11877835019558117, 0.8906926404314852]",28,55
707,"[0.22924406314230797, 0.08441558446651723]",24,47
708,"[0.4627368075383357, 0.7987012985325214]",14,27
709,"[0.38860039819331765, 0.06926406929402974]",15,29
710,"[0.3391761252869164, 0.9220779219480933]",24,46
711,"[0.6086902978196486, 0.0790043289159456]",4,7
712,"[0.36922476960087836, 0.0703463203118658]",15,29
713,"[0.5827671845821549, 0.0790043289159456]",6,11
714,"[0.29137332977509117, 0.9415584413457222]",25,49
715,"[0.11990722686656785, 0.09415584424223021]",28,55
716,"[0.386958395766769, 0.8095238093260704]",19,37
717,"[0.09443566428871857, 0.13636363624479314]",28,55
718,"[0.7401941667881681, 0.8831168828452415]",8,14
719,"[0.03637035365106997, 0.12445887443340806]",31,62
720,"[0.18507419798336172, 0.1320346320196518]",28,55
721,"[0.41856694239397335, 0.08766233767382252]",14,27
722,"[0.5136799326794503, 0.8961038959820569]",16,31
723,"[0.4073808008877209, 0.8073593072903983]",17,33
724,"[0.5281911290881613, 0.07792207789810954]",7,13
725,"[0.3955583834486551, 0.825757575670191]",19,34
726,"[0.8305042999858344, 0.7164502164092704]",2,3
727,"[0.5382278688914546, 0.07792207789810954]",7,13
728,"[0.2464850885700253, 0.03571428574174949]",23,45
729,"[0.3412081032771917, 0.08874458869165856]",17,34
730,"[0.8415057162189178, 0.7499999998077536]",2,2
731,"[0.3059666262971084, 0.08549783563815042]",19,38
732,"[0.5356622401136446, 0.7965367964968493]",12,22
733,"[0.5548736684357197, 0.11580086582932826]",9,17
734,"[0.21054576056121102, 0.8279220777058631]",25,49
735,"[0.28076188912031835, 0.03679653675958554]",22,42
736,"[0.1769873360570376, 0.1320346320196518]",29,57
737,"[0.47763797951077336, 0.11471861465769508]",9,16
738,"[0.6915908951023331, 0.7943722941535829]",6,11
739,"[0.5309414831391402, 0.06601731608672447]",7,14
740,"[0.9234211120398396, 0.83658008646374]",3,6
741,"[0.6432133987390283, 0.11255411262202297]",2,3
742,"[0.5755013238618132, 0.7467532466004483]",10,20
743,"[0.6254181974918038, 0.02380952393036441]",3,4
744,"[0.5919829231794658, 0.8484848484289222]",12,26
745,"[0.30379097309760916, 0.0]",20,39
746,"[0.5025143162051705, 0.08116883110541483]",9,17
747,"[0.23082449047293901, 0.08441558446651723]",23,45
748,"[0.5317009092637889, 0.08333333344868118]",8,14
749,"[0.28488742021137065, 0.8430735930321478]",23,44
750,"[0.5509123376004478, 0.01839826837979277]",6,11
751,"[0.060569364348708646, 0.14935064938160852]",30,59
752,"[0.44705568440927684, 0.816017315894478]",15,29
753,"[0.31370456270906705, 0.12770562779451047]",22,44
754,"[0.4427864781090007, 0.07792207789810954]",12,22
755,"[0.6328277334213696, 0.8030303030652569]",9,17
756,"[0.38375649104156184, 0.9090909091188722]",22,42
757,"[0.7151331048206019, 0.7705627705308127]",4,8
758,"[0.6327045832441182, 0.041125541138524]",3,4
759,"[0.6232835943416658, 0.041125541138524]",2,4
760,"[0.5807762566412408, 0.8192640691017833]",11,20
761,"[0.12916401551323986, 0.09199134189896385]",28,55
762,"[0.4837339135107672, 0.7987012985325214]",15,29
763,"[0.5953285031138968, 0.8062770561187651]",10,20
764,"[0.5914903224558763, 0.07251082250133503]",4,7
765,"[0.8196876090405039, 0.7987012985325214]",2,2
766,"[0.33232076517685777, 0.11904761919043066]",17,34
767,"[0.40834547731751114, 0.1168831168471643]",12,23
768,"[0.278545185856874, 0.09740259744953549]",21,40
769,"[0.47031054370909786, 0.08333333344868118]",11,21
770,"[0.06939512736770888, 0.8961038959820569]",30,58
771,"[0.43584901787105185, 0.008658008604079795]",12,22
772,"[0.3217914246499751, 0.1266233767766744]",22,43
773,"[0.4366905441235907, 0.8030303030652569]",15,29
774,"[0.3017179450288048, 0.10173160182847395]",20,39
775,"[0.35645820077857876, 0.7965367964968493]",20,39
776,"[0.47400504915789443, 0.7478354976182844]",15,29
777,"[0.2443915354838323, 0.8246753246523549]",24,48
778,"[0.27595903204709155, 0.8614718612581433]",23,45
779,"[0.4015311672568137, 0.09415584424223021]",15,29
780,"[0.4523921922846221, 0.8008658007219905]",15,28
781,"[0.6571088442323145, 0.8095238093260704]",7,13
782,"[0.15436875269002995, 0.11255411262202297]",26,51
783,"[0.2598058332118319, 0.003246753361102411]",22,44
784,"[0.4688943166196633, 0.11471861465769508]",9,17
785,"[0.633320334144959, 0.1093073594147177]",6,11
786,"[0.5225467457623957, 0.8008658007219905]",12,22
787,"[0.5766917756141335, 0.11363636363985903]",9,17
788,"[0.40612877403948283, 0.0930735929167999]",15,29
789,"[0.39701566060203475, 0.09415584424223021]",15,29
790,"[0.6143962562267479, 0.0790043289159456]",4,6
791,"[0.5648488331576792, 0.08116883110541483]",6,11
792,"[0.2094989840181145, 0.03787878777742159]",25,49
793,"[0.5669834362932333, 0.7922077922717079]",10,20
794,"[0.695039100182043, 0.08008658008757877]",2,2
795,"[0.5483877588719991, 0.8225108224628858]",11,21
796,"[0.7789659489758515, 0.7976190475146853]",3,6
797,"[0.6830114324378356, 0.06601731608672447]",2,2
798,"[0.43082038546071094, 0.03787878777742159]",13,26
799,"[0.34576466001049966, 0.814935064876642]",20,39
800,"[0.36766486730221987, 0.07792207789810954]",15,30
801,"[0.19494673754545847, 0.10497835503577924]",25,49
802,"[0.7165903819739816, 0.10497835503577924]",4,6
803,"[0.8076188912323514, 0.764069263962405]",2,3
804,"[0.3359742205617092, 0.09848484846737154]",19,37
805,"[0.054309230107518286, 0.9015151512250342]",30,58
806,"[0.6202253648256826, 0.0790043289159456]",4,6
807,"[0.228730937386746, 0.08116883110541483]",22,44
808,"[0.7043985139885777, 0.805194805100929]",6,11
809,"[0.018575152403845583, 0.9166666665513188]",30,60
810,"[0.1707887769117649, 0.93939393931005]",29,58
811,"[0.1718766035188065, 0.11038961027875661]",26,51
812,"[0.2649781408459807, 0.10606060605361528]",22,44
813,"[0.6767512982112291, 0.06601731608672447]",2,4
814,"[0.5385973194377925, 0.06601731608672447]",7,13
815,"[0.5414708236660228, 0.8571428571867992]",15,28
816,"[0.3490486648490131, 0.07575757586243743]",17,34
817,"[0.8244699410963421, 0.7965367964968493]",2,4
818,"[0.42745428049430734, 0.0909090908811278]",14,26
819,"[0.8479095256693321, 0.7662337659980771]",2,3
820,"[0.7011966092633706, 0.0790043289159456]",2,2
821,"[0.7590771946424341, 0.7564935063761613]",3,6
822,"[0.11972250159339883, 0.123376623415572]",28,55
823,"[0.24777816546762454, 0.8203463201196194]",24,48
824,"[0.2531762484388874, 0.08008658008757877]",23,45
825,"[0.8130990743169206, 0.7965367964968493]",2,6
826,"[0.6146836066597797, 0.0703463203118658]",4,7
827,"[0.2862420722048875, 0.03787878777742159]",21,42
828,"[0.17503745818006852, 0.08874458869165856]",26,51
829,"[0.1673816218960001, 0.0909090908811278]",26,52
830,"[0.6255618727010278, 0.7402597403396348]",9,17
831,"[0.449744463378922, 0.12229437224393883]",15,29
832,"[0.8372570349506142, 0.8344155842742709]",6,11
833,"[0.41866956753925216, 0.07683982688027349]",13,26
834,"[0.11243611584108452, 0.12445887443340806]",29,57
835,"[0.3459493852836687, 0.1266233767766744]",20,40
836,"[0.17475010776162067, 0.8322510822385987]",26,52
837,"[0.044149340126973705, 0.9112554111545443]",30,59
838,"[0.14476303852899242, 0.08549783563815042]",27,54
839,"[0.026374663911721864, 0.877705627602264]",30,60
840,"[0.06555694669510446, 0.9047619045861366]",30,59
841,"[0.5569466964899401, 0.03679653675958554]",6,11
842,"[0.2113667617671934, 0.9740259738801663]",28,55
843,"[0.39001662526816827, 0.07575757586243743]",15,29
844,"[0.2606063094004257, 0.10064935050304365]",22,43
845,"[0.24987171856840146, 0.09740259744953549]",23,45
846,"[0.21801687157211044, 0.9307359307059703]",28,55
847,"[0.3923359536914754, 0.09415584424223021]",15,29
848,"[0.49065084871674347, 0.12012987020826672]",12,22
849,"[0.4709262946099387, 0.08766233767382252]",11,22
850,"[0.3399766014609262, 0.08982683970949462]",19,37
851,"[0.4421502021761873, 0.83658008646374]",16,32
852,"[0.25859485642753893, 0.10606060605361528]",23,44
853,"[0.4549783460944045, 0.07467532484460139]",11,22
854,"[0.5502350115891055, 0.7564935063761613]",12,22
855,"[0.08634880236239442, 0.13744588757022344]",28,55
856,"[0.6353523121498182, 0.02380952393036441]",2,4
857,"[0.7761745448609274, 0.7662337659980771]",4,6
858,"[0.6374458652360112, 0.0790043289159456]",3,6
859,"[0.5253997249586534, 0.761904761926733]",13,25
860,"[0.44834876132146, 0.05952380951831677]",11,22
861,"[0.07458796001924627, 0.8538961039794939]",29,57
862,"[0.48919357156336385, 0.0703463203118658]",9,17
863,"[0.7690318343178371, 0.7922077922717079]",4,6
864,"[0.34379425710155803, 0.07792207789810954]",17,34
865,"[0.09786334435103983, 0.12770562779451047]",29,58
866,"[0.36269780997321266, 0.7629870129445689]",20,39
867,"[0.6115227519985177, 0.7781385281170564]",9,17
868,"[0.25262207261938036, 0.8528138526540636]",23,45
869,"[0.0009852014471788536, 0.9253246751553986]",30,60
870,"[0.5936249255914305, 0.020562770723059128]",4,7
871,"[0.5771228012563893, 0.04329004332799323]",4,7
872,"[0.3227150510012363, 0.03787878777742159]",20,39
873,"[0.28402536894144315, 0.9448051945530275]",25,49
874,"[0.7523449847096269, 0.7673160173235074]",4,7
875,"[0.1967118901492585, 0.8290043287236992]",26,54
876,"[0.3151618398624467, 0.0909090908811278]",20,39
877,"[0.5499066111067125, 0.05519480513937831]",6,11
878,"[0.43767574557076955, 0.07683982688027349]",12,23
879,"[0.702202335742522, 0.06385281405105236]",2,2
880,"[0.4723835717633183, 0.03896103879525764]",11,20
881,"[0.3738223763835475, 0.9090909091188722]",22,43
882,"[0.5687075388476722, 0.07467532484460139]",6,11
883,"[0.39732353605245513, 0.8409090908426785]",19,37
884,"[0.6204716651947693, 0.8030303030652569]",9,17
885,"[0.1407401325978029, 0.8409090908426785]",28,55
886,"[0.09927957144047438, 0.11580086582932826]",29,57
887,"[0.1991954188137621, 0.978354978412902]",28,55
888,"[0.4496007881551142, 0.8019480517398266]",15,29
889,"[0.4982656349368668, 0.06926406929402974]",9,17
890,"[0.5621190041240889, 0.11471861465769508]",9,17
891,"[0.7022844358704122, 0.10497835503577924]",4,6
892,"[0.4968288828300436, 0.06060606053615282]",9,17
893,"[0.5581987233381782, 0.8939393936387905]",14,28
894,"[0.2965661624412125, 0.09523809526006626]",20,39
895,"[0.2221834527271078, 0.8246753246523549]",25,49
896,"[0.6137805053259071, 0.06060606053615282]",3,6
897,"[0.6726257671201769, 0.7694805192053824]",7,14
898,"[0.707641468763146, 0.7965367964968493]",6,11
899,"[0.19406416124355844, 0.08766233767382252]",25,48
900,"[0.18041501611935884, 0.08333333344868118]",25,49
901,"[0.5699390406639377, 0.8203463201196194]",11,21
902,"[0.11844994971318822, 0.8787878786201001]",28,55
903,"[0.3127398862938608, 0.03787878777742159]",20,39
904,"[0.8198723343136729, 0.765151514980241]",2,4
905,"[0.2810697645853227, 0.09415584424223021]",21,42
906,"[0.39169967775866205, 0.9036796535683006]",21,42
907,"[0.6654009564637803, 0.0790043289159456]",2,4
908,"[0.5007902136653155, 0.7662337659980771]",14,27
909,"[0.5405471973001778, 0.7467532466004483]",12,22
910,"[0.5970320806217793, 0.034632034723913435]",4,7
911,"[0.0670963239763743, 0.10822510839688164]",30,59
912,"[0.3573407770804788, 0.8322510822385987]",19,37
913,"[0.6429260483205804, 0.07792207789810954]",3,5
914,"[0.4411239506650633, 0.8030303030652569]",16,32
915,"[0.14129430841730997, 0.12012987020826672]",28,55
916,"[0.10441082901067804, 0.13744588757022344]",28,55
917,"[0.5221978202480302, 0.015151515172487487]",7,14
918,"[0.10404137846433999, 0.051948051932073025]",30,59
919,"[0.2119004125547279, 0.8549783548435328]",25,49
920,"[0.342213829770927, 0.11904761919043066]",16,32
921,"[0.7011145091500643, 0.7943722941535829]",6,11
922,"[0.6837092834665666, 0.8852813851885077]",9,17
923,"[0.3407565526175474, 0.07683982688027349]",18,34
924,"[0.6477699554577523, 0.8398268395172482]",11,20
925,"[0.4768785534007086, 0.08333333344868118]",11,20
926,"[0.2762874325294845, 0.8203463201196194]",23,45
927,"[0.7777960222409197, 0.7954545454790132]",3,5
928,"[0.40208534307632077, 0.7564935063761613]",18,34
929,"[0.6610496500501978, 0.04004329012068795]",2,2
930,"[0.2910244042607257, 0.12770562779451047]",24,46
931,"[0.0937583382919601, 0.11796536786500036]",28,55
932,"[0.4420475770163246, 0.03896103879525764]",12,23
933,"[0.6239814453703968, 0.7770562767916261]",8,15
934,"[0.7704891114712167, 0.7597402597372637]",3,6
935,"[0.2944726093550195, 0.0790043289159456]",20,38
936,"[0.1483754438498988, 0.11904761919043066]",28,55
937,"[0.6584634962258314, 0.06709956695076338]",2,4
938,"[0.38162188789142376, 0.08441558446651723]",15,29
939,"[0.381888713292483, 0.07575757586243743]",15,29
940,"[0.1383797541105507, 0.0909090908811278]",28,54
941,"[0.2730034276763872, 0.8441558440499838]",23,44
942,"[0.3156339155686475, 0.08333333344868118]",19,37
943,"[0.5069887728105882, 0.814935064876642]",14,26
944,"[0.12491533425952014, 0.8798701296379362]",28,54
945,"[0.8358408078611796, 0.7954545454790132]",2,3
946,"[0.4885778206479391, 0.7694805192053824]",15,28
947,"[0.33790357340670574, 0.1266233767766744]",21,42
948,"[0.22099300096020347, 0.13095238100181575]",27,52
949,"[0.5008312637292606, 0.07683982688027349]",9,17
950,"[0.1536503766293264, 0.13419913420912102]",26,51
951,"[0.3122678106022439, 0.12121212122610277]",19,37
952,"[0.34670881139373344, 0.8344155842742709]",20,39
953,"[0.3513679932723202, 0.08874458869165856]",17,34
954,"[0.04228156236331092, 0.123376623415572]",30,60
955,"[0.4737176987394466, 0.7976190475146853]",14,27
956,"[0.856612138496497, 0.8809523808095693]",4,7
957,"[0.23882925227137294, 0.1093073594147177]",24,46
958,"[0.6091828985432379, 0.11147186129659267]",7,13
959,"[0.4782947804901432, 0.8744588742411616]",17,34
960,"[0.47145994539747316, 0.07142857132970185]",10,20
961,"[0.05079944993189074, 0.12229437224393883]",30,59
962,"[0.4823792615026664, 0.08658008665598646]",11,21
963,"[0.6194043636197002, 0.8441558440499838]",12,23
964,"[0.44518790664561403, 0.08549783563815042]",12,23
965,"[0.20736438086797643, 0.08766233767382252]",24,48
966,"[0.4450647564683627, 0.08982683970949462]",12,23
967,"[0.7110075737295497, 0.7932900431357468]",6,10
968,"[0.4867305679308328, 0.08333333344868118]",10,20
969,"[0.5837729110613064, 0.06277056272562205]",5,9
970,"[0.08563042630169088, 0.8474025974110863]",30,59
971,"[0.20276677408530727, 0.8095238093260704]",25,49
972,"[0.4604995792429188, 0.08441558446651723]",12,22
973,"[0.21210566285986948, 0.13095238100181575]",26,52
974,"[0.5591428747359959, 0.8214285714450497]",11,21
975,"[0.06910777693467711, 0.8506493503107972]",30,59
976,"[0.24463783583833507, 0.866883116808715]",24,47
977,"[0.051723076297735864, 0.8906926404314852]",30,58
978,"[0.17197922867866922, 0.13311688303748784]",25,49
979,"[0.3335317419611507, 0.7694805192053824]",21,42
980,"[0.4768785534007086, 0.12121212122610277]",13,26
981,"[0.6421050471000141, 0.04004329012068795]",2,4
982,"[0.09759651896456452, 0.8961038959820569]",28,55
983,"[0.654112189812249, 0.057359307482644666]",2,3
984,"[0.4906713737341321, 0.08333333344868118]",10,19
985,"[0.6680281603375078, 0.8084415583082343]",7,13
986,"[0.4529668931215178, 0.7499999998077536]",15,30
987,"[0.2627819625999249, 0.09523809526006626]",23,44
988,"[0.5048541696604502, 0.08441558446651723]",9,17
989,"[0.10211202561934346, 0.8712121210338564]",28,55
990,"[0.3463804109113405, 0.07251082250133503]",17,34
991,"[0.2219371523580211, 0.03679653675958554]",25,49
992,"[0.09026908314830512, 0.10281385284631]",28,55
993,"[0.48533486587337077, 0.7954545454790132]",13,26
994,"[0.5416760739711645, 0.03679653675958554]",7,13
995,"[0.08109439461493939, 0.13095238100181575]",30,59
996,"[0.5862153896618648, 0.06277056272562205]",5,8
997,"[0.4298557090309207, 0.07359307351917108]",12,23
998,"[0.17171240327761, 0.8474025974110863]",27,52
999,"[0.32952936106193376, 0.07792207789810954]",18,36
1000,"[0.3234539520939124, 0.07467532484460139]",19,37
1001,"[0.4139077605153866, 0.07359307351917108]",13,26
