index,unit2_pos,unit1_beam_32,unit1_beam_64
149,"[0.49553580591786045, 0.014069264154651435]",9,17
337,"[0.5149730095916335, 0.06709956695076338]",8,14
1208,"[0.24008127911961102, 0.9621212119149841]",27,52
391,"[0.43139508631219053, 0.08982683970949462]",13,26
1554,"[0.0762094374138224, 0.9025974025504645]",30,59
79,"[0.7994088791287759, 0.7521645021510199]",2,3
749,"[0.28488742021137065, 0.8430735930321478]",23,44
528,"[0.4326881632097898, 0.804112554083093]",17,34
951,"[0.3122678106022439, 0.12121212122610277]",19,37
536,"[0.5177644137065576, 0.7467532466004483]",12,23
1436,"[0.702900186771253, 0.7272727272028194]",4,8
36,"[0.14057593235660643, 0.09415584424223021]",27,53
564,"[0.46604133740882164, 0.03896103879525764]",11,22
694,"[0.8236899899397209, 0.7662337659980771]",2,2
1516,"[0.5195500913423301, 0.8138528138588059]",13,26
574,"[0.11968145152945374, 0.11580086582932826]",28,55
324,"[0.6703269637288424, 0.057359307482644666]",2,2
1127,"[0.21144886189508358, 0.11038961027875661]",25,49
7,"[0.46318835819798004, 0.8333333332564348]",15,28
936,"[0.1483754438498988, 0.11904761919043066]",28,55
453,"[0.3760596046935483, 0.8290043287236992]",19,37
575,"[0.7934360953206173, 0.7922077922717079]",4,7
1369,"[0.08887338109084311, 0.05519480513937831]",29,57
217,"[0.5692206646032342, 0.08008658008757877]",6,11
1330,"[0.8411773157365249, 0.7911255409462776]",2,4
396,"[0.5887399683903135, 0.034632034723913435]",5,9
813,"[0.6767512982112291, 0.06601731608672447]",2,4
504,"[0.5538063668606507, 0.06493506506888841]",6,11
384,"[0.19102645675954777, 0.1320346320196518]",24,47
311,"[0.8176556310356446, 0.7911255409462776]",2,2
572,"[0.37415077688052434, 0.03896103879525764]",17,32
521,"[0.5751523983474477, 0.7521645021510199]",11,21
641,"[0.11896307546875018, 0.08766233767382252]",29,57
1243,"[0.34816608854711306, 0.8127705625333757]",20,39
206,"[0.2875761991810158, 0.09632034643169944]",20,39
899,"[0.19406416124355844, 0.08766233767382252]",25,48
1174,"[0.03275794831557969, 0.11580086582932826]",31,62
1198,"[0.10508815500743648, 0.1255411254512441]",30,58
547,"[0.3939163810221064, 0.08874458869165856]",15,29
680,"[0.6549126659862587, 0.10822510839688164]",6,11
852,"[0.25859485642753893, 0.10606060605361528]",23,44
316,"[0.23934237802693492, 0.7976190475146853]",24,48
764,"[0.5914903224558763, 0.07251082250133503]",4,7
1386,"[0.9310358982745468, 0.8820346318274054]",2,4
1202,"[0.16307136553177878, 0.83658008646374]",26,52
1210,"[0.48685371810808414, 0.012987013136815386]",9,17
1172,"[0.39783666180801713, 0.07359307351917108]",14,27
825,"[0.8130990743169206, 0.7965367964968493]",2,6
1339,"[0.3016768949794436, 0.8181818179301501]",22,44
861,"[0.07458796001924627, 0.8538961039794939]",29,57
920,"[0.342213829770927, 0.11904761919043066]",16,32
1247,"[0.5447958785684813, 0.07792207789810954]",7,14
189,"[0.2604010590952841, 0.8311688309131684]",23,45
190,"[0.05792163544300857, 0.8993506491893621]",29,57
243,"[0.5680507378683024, 0.04437229434582928]",6,11
1405,"[0.18197491841801733, 0.9859307356915514]",29,57
499,"[0.6128979290240071, 0.743506493393143]",9,17
42,"[0.8724574618667523, 0.7499999998077536]",2,2
835,"[0.3459493852836687, 0.1266233767766744]",20,40
100,"[0.05486340592702536, 0.9080086581010361]",29,57
921,"[0.7011145091500643, 0.7943722941535829]",6,11
1370,"[0.4199421194194628, 0.04004329012068795]",14,26
485,"[0.49902506106151545, 0.8971861473074871]",17,33
251,"[0.6243508959167349, 0.8127705625333757]",9,16
437,"[0.39945813920259327, 0.04004329012068795]",15,29
77,"[0.1553950042157378, 0.11904761919043066]",28,54
1345,"[0.532439810341881, 0.06601731608672447]",7,12
517,"[0.2553108515890255, 0.9556277053465765]",26,52
1277,"[0.37472547771742004, 0.8311688309131684]",20,39
1011,"[0.40953592906983155, 0.04004329012068795]",15,29
855,"[0.08634880236239442, 0.13744588757022344]",28,55
440,"[0.2689599967132251, 0.09523809526006626]",22,43
420,"[0.6863570123722667, 0.83658008646374]",10,19
1101,"[0.40965907924708295, 0.1266233767766744]",17,34
1180,"[0.6139447055671036, 0.041125541138524]",4,6
1014,"[0.3715235729922129, 0.8116883115155396]",19,37
831,"[0.449744463378922, 0.12229437224393883]",15,29
1105,"[0.028057716387631715, 0.15692640696785226]",30,60
1245,"[0.04971162332484915, 0.15259740243511666]",30,60
201,"[0.5874674165101029, 0.7467532466004483]",10,19
350,"[0.4073397508237758, 0.7878787877389724]",19,36
954,"[0.04228156236331092, 0.123376623415572]",30,60
1310,"[0.24552041214023507, 0.10822510839688164]",24,48
684,"[0.6510129102469046, 0.7359307358068993]",7,14
1090,"[0.20151474723706922, 0.8290043287236992]",26,52
1088,"[0.5747829478011096, 0.7835497836676281]",10,20
698,"[0.5561667453479029, 0.08116883110541483]",7,13
1282,"[0.2521089468638184, 0.1071428573790456]",23,44
356,"[0.41977791917826635, 0.8928571426209544]",20,39
755,"[0.6328277334213696, 0.8030303030652569]",9,17
494,"[0.11140986432996057, 0.051948051932073025]",28,55
181,"[0.09221896102527419, 0.050865800914236974]",30,59
245,"[0.31744011822180873, 0.8549783548435328]",20,42
895,"[0.2221834527271078, 0.8246753246523549]",25,49
275,"[0.9649227232611132, 0.8831168828452415]",3,2
864,"[0.34379425710155803, 0.07792207789810954]",17,34
393,"[0.33082243795953303, 0.9253246751553986]",24,46
221,"[0.35319472095745397, 0.07467532484460139]",17,34
235,"[0.4059850988302589, 0.06601731608672447]",14,27
35,"[0.4377783707306323, 0.07359307351917108]",12,22
86,"[0.40097699143730664, 0.8084415583082343]",18,34
157,"[0.04605816793999768, 0.13852813858805949]",30,60
960,"[0.47145994539747316, 0.07142857132970185]",10,20
817,"[0.8244699410963421, 0.7965367964968493]",2,4
1082,"[0.44059029987752885, 0.08982683970949462]",12,24
364,"[0.670573264097929, 0.06709956695076338]",2,3
714,"[0.29137332977509117, 0.9415584413457222]",25,49
1250,"[0.6084029474012007, 0.0703463203118658]",4,7
381,"[0.7549927136153269, 0.10389610386414605]",8,4
1439,"[0.27657478294793236, 0.7857142857033002]",23,45
1044,"[0.1329611461218992, 0.877705627602264]",28,55
510,"[0.6408735452837486, 0.06709956695076338]",2,3
68,"[0.16592434474262044, 0.8333333332564348]",26,54
1410,"[0.33759569795628536, 0.0]",17,34
1284,"[0.5923318486938313, 0.11255411262202297]",8,14
1028,"[0.6977073541197156, 0.7521645021510199]",7,13
1227,"[0.6210874161101939, 0.06926406929402974]",4,6
689,"[0.7208390632422852, 0.761904761926733]",5,9
472,"[0.18763982677575552, 0.9826839826380432]",28,55
946,"[0.4885778206479391, 0.7694805192053824]",15,28
394,"[0.22491328174611414, 0.8538961039794939]",25,49
1440,"[0.5627758050888748, 0.7846320346854642]",11,21
1366,"[0.6957164261788015, 0.06385281405105236]",2,2
1315,"[0.12626998625303704, 0.04004329012068795]",28,55
348,"[0.6236735699199764, 0.7824675323421978]",8,14
900,"[0.18041501611935884, 0.08333333344868118]",25,49
330,"[0.21187988752275538, 0.8062770561187651]",25,48
135,"[0.4955973809991942, 0.7467532466004483]",14,27
892,"[0.4968288828300436, 0.06060606053615282]",9,17
10,"[0.1373329775674542, 0.12987012967638545]",27,53
1045,"[0.2712177500406146, 0.10497835503577924]",22,43
949,"[0.5008312637292606, 0.07683982688027349]",9,17
11,"[0.20104267154545233, 0.1320346320196518]",24,47
719,"[0.03637035365106997, 0.12445887443340806]",31,62
1308,"[0.6732825680849628, 0.7499999998077536]",6,11
1013,"[0.5895404445789072, 0.7878787877389724]",9,17
762,"[0.4837339135107672, 0.7987012985325214]",15,29
285,"[0.5763839001637132, 0.06277056272562205]",5,9
767,"[0.40834547731751114, 0.1168831168471643]",12,23
617,"[0.27351655343194914, 0.816017315894478]",24,46
371,"[0.7675950822110139, 0.7987012985325214]",3,6
1149,"[0.5312698836215332, 0.01623376619032354]",7,13
834,"[0.11243611584108452, 0.12445887443340806]",29,57
1275,"[0.04681759406464632, 0.13961038960589553]",31,61
126,"[0.25514665134782905, 0.8636363634476126]",24,48
408,"[0.38484431764860344, 0.03787878777742159]",16,31
1261,"[0.6698959381011705, 0.8852813851885077]",11,20
1340,"[0.0636070688181354, 0.8560606058613689]",30,59
1417,"[0.5636994314547199, 0.7467532466004483]",11,21
542,"[0.6215389667698383, 0.11255411262202297]",2,3
140,"[0.43305761375612783, 0.08658008665598646]",13,26
261,"[0.2888487510466425, 0.07792207789810954]",20,39
474,"[0.6963321770942261, 0.7662337659980771]",6,11
166,"[0.07261755711030465, 0.13311688303748784]",30,59
227,"[0.4016132673847039, 0.08116883110541483]",14,27
1242,"[0.781080027094017, 0.8333333332564348]",6,14
192,"[0.09234211120252557, 0.09632034643169944]",29,57
307,"[0.582254058826593, 0.07251082250133503]",5,8
706,"[0.11877835019558117, 0.8906926404314852]",28,55
1205,"[0.15373247675721657, 0.08441558446651723]",27,54
1384,"[0.5413887235527166, 0.04653679668909564]",7,13
483,"[0.5445085281500335, 0.7965367964968493]",12,22
1273,"[0.42599700334092766, 0.8192640691017833]",17,33
846,"[0.21801687157211044, 0.9307359307059703]",28,55
1238,"[0.6323556577297527, 0.05844155850048072]",2,4
321,"[0.5149114344957159, 0.08008658008757877]",9,17
1257,"[0.6682334106426493, 0.1071428573790456]",5,9
1358,"[0.22864883725885582, 0.825757575670191]",25,48
18,"[0.2565218283733185, 0.09523809526006626]",23,44
686,"[0.2485786416562183, 0.7943722941535829]",24,48
431,"[0.3486997393346476, 0.07792207789810954]",17,32
1544,"[0.11689004741452974, 0.8820346318274054]",28,55
1332,"[0.2986597155274055, 0.0790043289159456]",20,39
1395,"[0.5768354508379414, 0.054112554121542256]",5,9
1016,"[0.14063750743794018, 0.11038961027875661]",28,54
1582,"[0.10211202561934346, 0.8441558440499838]",29,57
208,"[0.06742472445876725, 0.8603896102403074]",30,59
238,"[0.43166191169866586, 0.8376623374815761]",17,33
988,"[0.5048541696604502, 0.08441558446651723]",9,17
346,"[0.6288869276034863, 0.8885281383958131]",12,22
1072,"[0.4121015578476414, 0.754329004186692]",17,34
822,"[0.11972250159339883, 0.123376623415572]",28,55
341,"[0.06087723979912905, 0.8528138526540636]",30,59
775,"[0.35645820077857876, 0.7965367964968493]",20,39
458,"[0.4526590176710974, 0.8344155842742709]",17,33
176,"[0.8271381950340146, 0.8831168828452415]",6,11
550,"[0.5647462079978164, 0.03679653675958554]",6,11
301,"[0.2384187516756737, 0.12987012967638545]",26,51
460,"[0.29699718806888425, 0.03787878777742159]",20,39
790,"[0.6143962562267479, 0.0790043289159456]",4,6
708,"[0.4627368075383357, 0.7987012985325214]",14,27
1359,"[0.4492518626407487, 0.08549783563815042]",12,23
794,"[0.695039100182043, 0.08008658008757877]",2,2
808,"[0.7043985139885777, 0.805194805100929]",6,11
704,"[0.5794626547116689, 0.11255411262202297]",4,7
765,"[0.8196876090405039, 0.7987012985325214]",2,2
1246,"[0.6664682580388492, 0.032467532534444205]",2,2
464,"[0.646107428013815, 0.057359307482644666]",2,4
1356,"[0.33913507522297126, 0.07792207789810954]",17,34
327,"[0.5885347180851719, 0.8928571426209544]",13,26
1232,"[0.3649760883471586, 0.9123376620185832]",22,43
1421,"[0.19338683524679998, 0.08766233767382252]",25,49
747,"[0.23082449047293901, 0.08441558446651723]",23,45
1563,"[0.7221731902038295, 0.754329004186692]",4,8
60,"[0.20301307443981004, 0.8744588742411616]",26,52
14,"[0.5590402495907171, 0.06385281405105236]",6,10
1576,"[0.38572689395050347, 0.8279220777058631]",18,35
1542,"[0.5376531680399749, 0.8246753246523549]",12,22
1398,"[0.4737382237714191, 0.8322510822385987]",15,28
524,"[0.5010159890024296, 0.08441558446651723]",10,19
881,"[0.3738223763835475, 0.9090909091188722]",22,43
27,"[0.3452310092229651, 0.9134199133440135]",24,47
1079,"[0.4106648057262343, 0.07683982688027349]",14,26
604,"[0.6857823115207871, 0.027056276983872564]",2,2
323,"[0.17550953387168539, 0.8192640691017833]",26,51
869,"[0.0009852014471788536, 0.9253246751553986]",30,60
985,"[0.6680281603375078, 0.8084415583082343]",7,13
442,"[0.28367644342707765, 0.10389610386414605]",21,42
1532,"[0.12637261139831588, 0.13311688303748784]",28,55
956,"[0.856612138496497, 0.8809523808095693]",4,7
555,"[0.6615627758057597, 0.10822510839688164]",5,8
257,"[0.5984483077112137, 0.7932900431357468]",9,17
561,"[0.26957574762864983, 0.09956709948520759]",22,43
1091,"[0.6134315798115416, 0.814935064876642]",9,17
1116,"[0.21820159684527946, 0.11147186129659267]",25,48
1110,"[0.6108659510337318, 0.11255411262202297]",3,6
73,"[0.7950780977325821, 0.8333333332564348]",7,13
258,"[0.0664805730609496, 0.06060606053615282]",30,60
1056,"[0.8472116746406011, 0.7954545454790132]",2,3
3,"[0.6222162927665967, 0.08225108212325087]",2,4
1437,"[0.3941626813911931, 0.8084415583082343]",18,34
1225,"[0.8623796720140979, 0.7175324674271065]",8,2
681,"[0.55848607377121, 0.11255411262202297]",5,9
1393,"[0.3574639272577302, 0.8116883115155396]",20,39
368,"[0.6019170378228962, 0.8906926404314852]",12,23
695,"[0.8124833234160798, 0.8841991341706718]",6,11
1187,"[0.5555920444964232, 0.07575757586243743]",7,13
1046,"[0.12696783728176803, 0.12229437224393883]",28,55
480,"[0.5268775271440056, 0.7965367964968493]",12,23
558,"[0.4150571622037619, 0.08874458869165856]",14,27
962,"[0.4823792615026664, 0.08658008665598646]",11,21
1095,"[0.4055540731880032, 0.8235930734807217]",17,34
586,"[0.11900412553269528, 0.049783549588806666]",28,55
118,"[0.2023767985069967, 0.9339826837594785]",30,59
1038,"[0.26826214568449414, 0.8214285714450497]",23,46
683,"[0.7857802590219649, 0.753246753168856]",3,4
6,"[0.5613595779994403, 0.06385281405105236]",6,11
1469,"[0.4751544508462697, 0.7997835497041546]",15,29
467,"[0.6662014326377901, 0.08549783563815042]",2,3
1214,"[0.2031156995996728, 0.1320346320196518]",28,54
1058,"[0.3626157098599064, 0.09523809526006626]",17,34
768,"[0.278545185856874, 0.09740259744953549]",21,40
446,"[0.5806325814320168, 0.03571428574174949]",6,11
137,"[0.33453746844030213, 0.08008658008757877]",18,34
12,"[0.3326081155953056, 0.03896103879525764]",19,37
1109,"[0.4371010447192899, 0.08658008665598646]",12,26
333,"[0.6607828246491385, 0.05844155850048072]",2,3
605,"[0.3546930481747787, 0.8138528138588059]",20,39
569,"[0.6895383920655013, 0.057359307482644666]",2,2
998,"[0.17171240327761, 0.8474025974110863]",27,52
1283,"[0.32232507543750966, 0.12012987020826672]",18,34
1518,"[0.27526118101836056, 0.03679653675958554]",22,42
55,"[0.5501734365077717, 0.04653679668909564]",6,11
1061,"[0.16266086492149565, 0.08441558446651723]",27,53
234,"[0.6309599556722907, 0.034632034723913435]",2,4
85,"[0.3021079206071154, 0.12121212122610277]",20,36
642,"[0.5284169044106916, 0.8961038959820569]",15,29
993,"[0.48533486587337077, 0.7954545454790132]",13,26
65,"[0.2655528416828764, 0.8625541124297765]",23,45
1286,"[0.2951294103198054, 0.0]",20,39
842,"[0.2113667617671934, 0.9740259738801663]",28,55
188,"[0.15030479669489533, 0.83658008646374]",28,54
756,"[0.38375649104156184, 0.9090909091188722]",22,42
1177,"[0.1265162866075398, 0.048701298570970615]",28,55
152,"[0.2606268344323982, 0.8181818179301501]",24,46
1211,"[0.5633299809083818, 0.05519480513937831]",6,11
854,"[0.5502350115891055, 0.7564935063761613]",12,22
389,"[0.07553211141706394, 0.057359307482644666]",30,58
138,"[0.09234211120252557, 0.1168831168471643]",30,58
732,"[0.5356622401136446, 0.7965367964968493]",12,22
173,"[0.7439707723502709, 0.7943722941535829]",4,6
862,"[0.48919357156336385, 0.0703463203118658]",9,17
531,"[0.5073171732929812, 0.7932900431357468]",12,23
1163,"[0.4149750620904556, 0.09199134189896385]",14,27
766,"[0.33232076517685777, 0.11904761919043066]",17,34
456,"[0.22072617557372815, 0.08225108212325087]",23,45
736,"[0.1769873360570376, 0.1320346320196518]",29,57
1572,"[0.4851296155682292, 0.03896103879525764]",10,19
1372,"[0.12130292892402986, 0.8387445884994121]",28,55
595,"[0.457420824694963, 0.08441558446651723]",12,22
1080,"[0.1191478007419192, 0.13528138522695707]",28,55
983,"[0.654112189812249, 0.057359307482644666]",2,3
375,"[0.17156872806838608, 0.08441558446651723]",26,52
1434,"[0.20239732353896925, 0.08658008665598646]",25,49
814,"[0.5385973194377925, 0.06601731608672447]",7,13
710,"[0.3391761252869164, 0.9220779219480933]",24,46
161,"[0.25165739618959015, 0.10173160182847395]",22,43
1323,"[0.1895076045248344, 0.1093073594147177]",25,48
51,"[0.7334003817594432, 0.7597402597372637]",4,8
1212,"[0.4672317891611421, 0.07575757586243743]",10,20
1118,"[0.28377906857235646, 0.12770562779451047]",24,47
671,"[0.45898072699362147, 0.07575757586243743]",11,21
33,"[0.40446624659554553, 0.04004329012068795]",15,29
994,"[0.5416760739711645, 0.03679653675958554]",7,13
239,"[0.5334865868995614, 0.7987012985325214]",12,22
805,"[0.054309230107518286, 0.9015151512250342]",30,58
355,"[0.3298577615443267, 0.1266233767766744]",22,42
165,"[0.05478130579913517, 0.13852813858805949]",30,59
487,"[0.5269596272718958, 0.825757575670191]",12,23
1314,"[0.48016255823922205, 0.08333333344868118]",11,20
1054,"[0.392028078241055, 0.06926406929402974]",14,27
1217,"[0.5887604934222861, 0.051948051932073025]",6,10
296,"[0.64871410685557, 0.7489177489437147]",7,14
1085,"[0.42930153322599757, 0.8896103894136491]",20,39
475,"[0.46341413353509414, 0.7489177489437147]",15,29
840,"[0.06555694669510446, 0.9047619045861366]",30,59
473,"[0.7074156934406158, 0.0790043289159456]",2,2
1324,"[0.27776523470025277, 0.0790043289159456]",20,39
1354,"[0.13390529751971683, 0.04761904770693169]",28,55
820,"[0.7011966092633706, 0.0790043289159456]",2,2
1367,"[0.2508979700795254, 0.005411255242977384]",23,45
98,"[0.6462100531590939, 0.8106060606515006]",7,14
816,"[0.3490486648490131, 0.07575757586243743]",17,34
1128,"[0.33751359782839513, 0.03896103879525764]",19,37
577,"[0.4923339011926533, 0.07683982688027349]",9,16
1154,"[0.051784651379069596, 0.06385281405105236]",30,60
90,"[0.16972147533669582, 0.041125541138524]",26,52
721,"[0.41856694239397335, 0.08766233767382252]",14,27
450,"[0.3152028899263918, 0.8203463201196194]",21,42
551,"[0.38882617351584786, 0.8290043287236992]",19,38
309,"[0.7127727263333498, 0.835497835445904]",9,18
1141,"[0.3961125592681622, 0.1255411254512441]",18,34
903,"[0.3127398862938608, 0.03787878777742159]",20,39
673,"[0.29890601588190824, 0.938311688292214]",25,49
1376,"[0.42903470782493836, 0.08658008665598646]",14,26
434,"[0.04148108618930109, 0.8950216449642208]",30,59
583,"[0.572627819618999, 0.03571428574174949]",6,11
1545,"[0.03799183104564609, 0.10281385284631]",30,60
1427,"[0.45666139857031435, 0.8203463201196194]",17,32
1253,"[0.3191642207616637, 0.9155844153796856]",25,48
932,"[0.4420475770163246, 0.03896103879525764]",12,23
449,"[0.48391863878393626, 0.07575757586243743]",9,17
1147,"[0.43476119127859414, 0.7813852813243617]",17,32
568,"[0.6002955604283201, 0.11147186129659267]",3,5
620,"[0.5189138153949329, 0.11796536786500036]",11,21
1249,"[0.03378419984128755, 0.12445887443340806]",31,61
493,"[0.09215738592935654, 0.8744588742411616]",29,57
386,"[0.6785369758470018, 0.05627705615721436]",2,2
742,"[0.5755013238618132, 0.7467532466004483]",10,20
282,"[0.5305309825288571, 0.8603896102403074]",15,29
746,"[0.5025143162051705, 0.08116883110541483]",9,17
1291,"[0.3906939512795107, 0.8084415583082343]",19,37
484,"[0.305474025573519, 0.12770562779451047]",23,45
1168,"[0.36343671106588876, 0.03896103879525764]",17,34
283,"[0.6331150838398174, 0.08333333344868118]",2,3
438,"[0.5132078569878334, 0.015151515172487487]",8,14
923,"[0.3407565526175474, 0.07683982688027349]",18,34
781,"[0.6571088442323145, 0.8095238093260704]",7,13
549,"[0.3801030356567104, 0.7932900431357468]",20,38
928,"[0.40208534307632077, 0.7564935063761613]",18,34
1408,"[0.4785205558126734, 0.03896103879525764]",11,20
783,"[0.2598058332118319, 0.003246753361102411]",22,44
891,"[0.7022844358704122, 0.10497835503577924]",4,6
1132,"[0.2495022680220634, 0.8495670994467583]",24,47
1550,"[0.3200467970635637, 0.816017315894478]",20,39
973,"[0.21210566285986948, 0.13095238100181575]",26,52
674,"[0.407421850951666, 0.8073593072903983]",19,34
1508,"[0.6951006752779606, 0.10606060605361528]",4,7
687,"[0.45378789434208405, 0.04004329012068795]",12,22
1397,"[0.5063319718458024, 0.06818181796859943]",9,17
818,"[0.42745428049430734, 0.0909090908811278]",14,26
1497,"[0.29859814043148786, 0.0930735929167999]",20,39
753,"[0.31370456270906705, 0.12770562779451047]",22,44
122,"[0.479095256664153, 0.8095238093260704]",14,27
1251,"[0.2928511319604434, 0.0930735929167999]",20,40
700,"[0.055479156827866166, 0.13744588757022344]",30,59
919,"[0.2119004125547279, 0.8549783548435328]",25,49
922,"[0.6837092834665666, 0.8852813851885077]",9,17
17,"[0.40588247367039615, 0.07359307351917108]",14,27
1566,"[0.2916401551761504, 0.03787878777742159]",22,42
779,"[0.4015311672568137, 0.09415584424223021]",15,29
930,"[0.2910244042607257, 0.12770562779451047]",24,46
1413,"[0.5396646209982777, 0.08225108212325087]",7,14
856,"[0.6353523121498182, 0.02380952393036441]",2,4
1084,"[0.1834937706527307, 0.11471861465769508]",26,52
1334,"[0.18107181708414474, 0.11904761919043066]",25,50
294,"[0.1484164939138439, 0.04545454567125959]",28,55
984,"[0.4906713737341321, 0.08333333344868118]",10,19
40,"[0.5056341208170713, 0.11363636363985903]",8,14
107,"[0.48843414543871516, 0.8712121210338564]",17,33
727,"[0.5382278688914546, 0.07792207789810954]",7,13
24,"[0.6843866094633251, 0.7673160173235074]",6,10
711,"[0.6086902978196486, 0.0790043289159456]",4,7
70,"[0.09642659222963273, 0.054112554121542256]",30,59
1573,"[0.03887440734754612, 0.1547619046245859]",31,60
426,"[0.18817347756329003, 0.10497835503577924]",26,52
1379,"[0.43433016563633847, 0.9036796535683006]",19,37
1390,"[0.790336815740689, 0.7976190475146853]",3,6
104,"[0.26949364750075966, 0.08008658008757877]",22,42
556,"[0.8090966934177036, 0.8333333332564348]",6,11
1117,"[0.3044272490304225, 0.8214285714450497]",22,43
1489,"[0.5091644260246714, 0.865800865790879]",16,30
888,"[0.4496007881551142, 0.8019480517398266]",15,29
1167,"[0.5720531187821033, 0.01948051939762882]",6,11
1027,"[0.5862359146938374, 0.04220779231015718]",4,7
1481,"[0.4794441821785185, 0.7965367964968493]",14,27
75,"[0.1008599987711054, 0.8863636363601409]",28,55
508,"[0.8463906734200348, 0.7164502164092704]",2,2
1429,"[0.3778452823293209, 0.09523809526006626]",17,32
219,"[0.21138728679916594, 0.08549783563815042]",24,47
1396,"[0.6733441431808804, 0.8376623374815761]",9,17
1131,"[0.39397795611802405, 0.006493506260813435]",15,29
266,"[0.3824839391613512, 0.1255411254512441]",19,37
1024,"[0.5239834978692188, 0.04761904770693169]",7,13
943,"[0.5069887728105882, 0.814935064876642]",14,26
435,"[0.5995771843822004, 0.7467532466004483]",9,17
111,"[0.5196116664236639, 0.03787878777742159]",8,14
511,"[0.2581227807359221, 0.03679653675958554]",23,45
889,"[0.4982656349368668, 0.06926406929402974]",9,17
41,"[0.0468996941779526, 0.8690476189981843]",30,59
505,"[0.7551569138565234, 0.7943722941535829]",4,7
277,"[0.2765132078520147, 0.12878787881234652]",25,48
810,"[0.1707887769117649, 0.93939393931005]",29,58
340,"[0.30426304878922605, 0.09199134189896385]",20,39
1184,"[0.2658196670839356, 0.09523809526006626]",20,39
1574,"[0.36197943392709303, 0.1266233767766744]",20,39
926,"[0.2762874325294845, 0.8203463201196194]",23,45
186,"[0.3055561257014092, 0.09415584424223021]",20,39
799,"[0.34576466001049966, 0.814935064876642]",20,39
1143,"[0.26719484410942507, 0.7889610389106055]",24,46
745,"[0.30379097309760916, 0.0]",20,39
571,"[0.38759467169958234, 0.09415584424223021]",15,29
1200,"[0.1616756634743168, 0.865800865790879]",28,55
724,"[0.5281911290881613, 0.07792207789810954]",7,13
62,"[0.5107038032913573, 0.08008658008757877]",9,17
1008,"[0.2860983969956636, 0.0790043289159456]",20,39
579,"[0.6114201268386549, 0.08116883110541483]",3,6
798,"[0.43082038546071094, 0.03787878777742159]",13,26
656,"[0.4735945485476113, 0.08333333344868118]",11,21
1126,"[0.6046468668564865, 0.041125541138524]",4,6
388,"[0.587693191847217, 0.7489177489437147]",10,19
128,"[0.5326450606470227, 0.04761904770693169]",7,13
1423,"[0.47642700272648036, 0.772727272874079]",15,28
252,"[0.2787709611939881, 0.8474025974110863]",22,43
1475,"[0.4202089448059381, 0.0790043289159456]",13,26
544,"[0.6275733256739146, 0.06926406929402974]",3,6
308,"[0.11539172021178891, 0.13528138522695707]",28,55
194,"[0.18922025410638654, 0.08333333344868118]",26,51
647,"[0.1814002175665377, 0.10606060605361528]",25,49
503,"[0.233800619861032, 0.10389610386414605]",23,45
34,"[0.07664046304149418, 0.12012987020826672]",30,58
1178,"[0.21343978982141384, 0.1093073594147177]",25,49
801,"[0.19494673754545847, 0.10497835503577924]",25,49
1007,"[0.24494571130333936, 0.08008658008757877]",23,45
58,"[0.07144763038995677, 0.14610389617430322]",29,57
939,"[0.381888713292483, 0.07575757586243743]",15,29
1170,"[0.5241476981249993, 0.7911255409462776]",12,23
