index,unit1_rgb,unit1_beam_32,unit1_beam_64
264,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1275_03_22_41.jpg,9,17
265,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_637_03_21_19.jpg,17,33
266,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9514_03_40_19.jpg,19,37
267,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2577_03_25_28.jpg,17,33
268,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5333_03_31_20.jpg,2,3
269,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2040_03_24_19.jpg,22,43
270,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1263_03_22_40.jpg,4,7
271,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9893_03_41_08.jpg,16,30
272,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7829_03_36_40.jpg,11,21
273,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2605_03_25_31.jpg,24,47
274,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_598_03_21_14.jpg,8,14
275,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9318_03_39_54.jpg,3,2
276,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7830_03_36_40.jpg,11,22
277,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9528_03_40_21.jpg,25,48
278,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2814_03_25_58.jpg,28,55
279,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3600_03_27_38.jpg,30,59
280,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1053_03_22_13.jpg,7,13
281,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8093_03_37_14.jpg,17,33
282,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9894_03_41_08.jpg,15,29
283,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8578_03_38_17.jpg,2,3
284,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5380_03_31_26.jpg,24,46
285,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5899_03_32_33.jpg,5,9
286,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1000_03_22_06.jpg,26,51
287,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8055_03_37_09.jpg,28,55
288,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_999_03_22_06.jpg,26,51
289,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_583_03_21_12.jpg,4,7
290,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4347_03_29_14.jpg,19,34
291,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6472_03_33_46.jpg,3,6
292,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_570_03_21_11.jpg,2,4
293,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7818_03_36_39.jpg,6,11
294,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6548_03_33_56.jpg,28,55
295,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8062_03_37_10.jpg,27,54
296,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3659_03_27_46.jpg,7,14
297,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5959_03_32_40.jpg,30,60
298,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6802_03_34_28.jpg,30,59
299,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8114_03_37_17.jpg,7,14
300,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4074_03_28_39.jpg,29,57
301,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9533_03_40_22.jpg,26,51
302,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4339_03_29_13.jpg,14,27
303,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6837_03_34_33.jpg,14,27
304,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4117_03_28_44.jpg,9,17
305,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1017_03_22_08.jpg,20,39
306,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9300_03_39_52.jpg,9,17
307,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2524_03_25_21.jpg,5,8
308,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1314_03_22_46.jpg,28,55
309,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9908_03_41_10.jpg,9,18
310,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6546_03_33_56.jpg,27,54
311,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4134_03_28_46.jpg,2,2
312,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1297_03_22_44.jpg,20,39
313,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2567_03_25_26.jpg,15,29
314,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6274_03_33_21.jpg,9,17
315,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4370_03_29_17.jpg,28,55
316,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3620_03_27_41.jpg,24,48
317,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9859_03_41_04.jpg,28,55
318,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_996_03_22_05.jpg,26,51
319,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7851_03_36_43.jpg,22,43
320,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3626_03_27_42.jpg,22,44
321,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2538_03_25_23.jpg,9,17
322,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2583_03_25_28.jpg,19,36
323,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3613_03_27_40.jpg,26,51
324,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4310_03_29_09.jpg,2,2
325,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8117_03_37_17.jpg,6,11
326,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2818_03_25_58.jpg,26,52
327,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9292_03_39_51.jpg,13,26
328,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9848_03_41_02.jpg,30,59
329,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3641_03_27_44.jpg,16,30
330,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3617_03_27_41.jpg,25,48
331,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2628_03_25_34.jpg,31,62
332,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8074_03_37_12.jpg,24,46
333,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4311_03_29_09.jpg,2,3
334,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9870_03_41_05.jpg,26,51
335,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8085_03_37_13.jpg,20,39
336,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5891_03_32_32.jpg,2,3
337,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4327_03_29_11.jpg,8,14
338,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2582_03_25_28.jpg,18,34
339,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6240_03_33_16.jpg,24,46
340,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2592_03_25_29.jpg,20,39
341,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_984_03_22_04.jpg,30,59
342,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3627_03_27_42.jpg,22,43
343,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4111_03_28_44.jpg,13,26
344,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6839_03_34_33.jpg,12,23
345,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1274_03_22_41.jpg,9,17
346,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9295_03_39_51.jpg,12,22
347,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2022_03_24_17.jpg,11,21
348,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8112_03_37_16.jpg,8,14
349,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2023_03_24_17.jpg,11,21
350,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6829_03_34_32.jpg,19,36
351,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5375_03_31_25.jpg,21,42
352,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4329_03_29_11.jpg,9,17
353,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1067_03_22_15.jpg,2,3
354,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2820_03_25_59.jpg,26,51
355,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9521_03_40_20.jpg,22,42
356,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9883_03_41_07.jpg,20,39
357,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7835_03_36_41.jpg,14,26
358,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9317_03_39_54.jpg,3,5
359,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2563_03_25_26.jpg,14,26
360,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_594_03_21_14.jpg,7,14
361,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5931_03_32_37.jpg,19,37
362,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9518_03_40_20.jpg,20,40
363,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4359_03_29_15.jpg,23,45
364,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2509_03_25_19.jpg,2,3
365,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9263_03_39_47.jpg,29,57
366,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9491_03_40_16.jpg,9,18
367,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7823_03_36_40.jpg,8,14
368,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9293_03_39_51.jpg,12,23
369,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5353_03_31_23.jpg,10,20
370,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8126_03_37_18.jpg,2,3
371,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6288_03_33_23.jpg,3,6
372,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8065_03_37_10.jpg,26,51
373,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6508_03_33_51.jpg,16,32
374,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1022_03_22_09.jpg,19,37
375,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8630_03_38_24.jpg,26,52
376,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7845_03_36_42.jpg,20,39
377,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2629_03_25_34.jpg,30,62
378,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1026_03_22_09.jpg,17,34
379,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2043_03_24_19.jpg,24,47
380,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8577_03_38_17.jpg,2,4
381,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9462_03_40_13.jpg,8,4
382,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3671_03_27_47.jpg,3,4
383,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5374_03_31_25.jpg,20,39
384,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7855_03_36_44.jpg,24,47
385,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5938_03_32_38.jpg,23,44
386,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5886_03_32_31.jpg,2,2
387,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2864_03_26_04.jpg,11,22
388,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6843_03_34_34.jpg,10,19
389,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5397_03_31_28.jpg,30,58
390,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4080_03_28_39.jpg,28,55
391,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_624_03_21_18.jpg,13,26
392,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7853_03_36_43.jpg,23,46
393,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9873_03_41_06.jpg,24,46
394,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4087_03_28_40.jpg,25,49
395,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5926_03_32_36.jpg,17,32
396,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6475_03_33_47.jpg,5,9
397,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4076_03_28_39.jpg,29,56
398,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6805_03_34_29.jpg,28,55
399,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5958_03_32_40.jpg,30,60
400,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5341_03_31_21.jpg,4,7
401,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6281_03_33_22.jpg,5,10
402,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4137_03_28_47.jpg,2,2
403,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3622_03_27_41.jpg,24,47
404,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1307_03_22_45.jpg,26,51
405,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7828_03_36_40.jpg,10,20
406,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9919_03_41_12.jpg,4,7
407,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8073_03_37_11.jpg,24,48
408,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6507_03_33_51.jpg,16,31
409,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6263_03_33_19.jpg,14,27
410,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_640_03_21_20.jpg,18,34
411,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9306_03_39_52.jpg,6,11
412,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2580_03_25_28.jpg,18,32
413,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5388_03_31_27.jpg,26,51
414,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4107_03_28_43.jpg,15,28
415,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1003_03_22_06.jpg,25,48
416,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9543_03_40_23.jpg,30,59
417,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8634_03_38_24.jpg,28,55
418,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7816_03_36_39.jpg,4,8
419,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1014_03_22_08.jpg,22,42
420,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9906_03_41_10.jpg,10,19
421,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9545_03_40_23.jpg,30,60
422,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8614_03_38_22.jpg,19,37
423,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2604_03_25_31.jpg,24,46
424,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2057_03_24_21.jpg,30,60
425,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7834_03_36_41.jpg,13,26
426,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2609_03_25_32.jpg,26,52
427,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8063_03_37_10.jpg,26,52
428,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3619_03_27_41.jpg,24,48
429,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2882_03_26_07.jpg,4,7
430,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1309_03_22_46.jpg,25,49
431,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8609_03_38_21.jpg,17,32
432,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5925_03_32_36.jpg,16,31
433,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5954_03_32_40.jpg,28,55
434,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2806_03_25_57.jpg,30,59
435,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3655_03_27_45.jpg,9,17
436,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6469_03_33_46.jpg,2,3
437,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6504_03_33_50.jpg,15,29
438,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5348_03_31_22.jpg,8,14
439,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4315_03_29_10.jpg,3,4
440,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2598_03_25_30.jpg,22,43
441,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9315_03_39_53.jpg,2,3
442,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_653_03_21_21.jpg,21,42
443,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3660_03_27_46.jpg,7,13
444,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_648_03_21_21.jpg,20,39
445,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1272_03_22_41.jpg,8,14
446,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6476_03_33_47.jpg,6,11
447,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8581_03_38_17.jpg,3,6
448,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8083_03_37_13.jpg,20,39
449,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8593_03_38_19.jpg,9,17
450,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2833_03_26_00.jpg,21,42
451,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1043_03_22_12.jpg,11,21
452,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_614_03_21_16.jpg,11,21
453,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8089_03_37_14.jpg,19,37
454,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5893_03_32_32.jpg,3,4
455,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2017_03_24_16.jpg,7,14
456,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8624_03_38_23.jpg,23,45
457,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9481_03_40_15.jpg,7,13
458,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6260_03_33_19.jpg,17,33
459,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5961_03_32_40.jpg,31,60
460,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6524_03_33_53.jpg,20,39
461,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_623_03_21_17.jpg,13,26
462,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6505_03_33_50.jpg,15,29
463,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3670_03_27_47.jpg,2,3
464,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5890_03_32_31.jpg,2,4
465,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2006_03_24_15.jpg,2,2
466,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6541_03_33_55.jpg,26,51
467,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8575_03_38_17.jpg,2,3
468,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1282_03_22_42.jpg,12,23
469,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1036_03_22_11.jpg,14,26
470,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5366_03_31_24.jpg,17,33
471,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5903_03_32_33.jpg,7,13
472,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9853_03_41_03.jpg,28,55
473,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_565_03_21_10.jpg,2,2
474,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2878_03_26_06.jpg,6,11
475,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3643_03_27_44.jpg,15,29
476,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2529_03_25_21.jpg,7,13
477,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7836_03_36_41.jpg,14,27
478,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9924_03_41_12.jpg,2,4
479,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9907_03_41_10.jpg,9,17
480,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1039_03_22_11.jpg,12,23
481,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1049_03_22_12.jpg,9,16
482,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2855_03_26_03.jpg,14,27
483,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1041_03_22_11.jpg,12,22
484,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9524_03_40_21.jpg,23,45
485,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9286_03_39_50.jpg,17,33
486,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1273_03_22_41.jpg,9,17
487,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6267_03_33_20.jpg,12,23
488,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4360_03_29_15.jpg,25,48
489,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4348_03_29_14.jpg,19,37
490,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8049_03_37_08.jpg,30,60
491,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3625_03_27_42.jpg,23,44
492,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6232_03_33_15.jpg,28,54
493,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2811_03_25_57.jpg,29,57
494,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6553_03_33_56.jpg,28,55
495,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6513_03_33_51.jpg,17,33
496,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2808_03_25_57.jpg,30,59
497,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9493_03_40_17.jpg,10,19
498,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4373_03_29_17.jpg,28,55
499,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6845_03_34_34.jpg,9,17
500,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2574_03_25_27.jpg,16,32
501,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8069_03_37_11.jpg,25,49
502,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5939_03_32_38.jpg,23,45
503,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4358_03_29_15.jpg,23,45
504,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5902_03_32_33.jpg,6,11
505,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1063_03_22_14.jpg,4,7
506,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9496_03_40_17.jpg,11,21
507,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2816_03_25_58.jpg,28,55
508,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6862_03_34_36.jpg,2,2
509,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5910_03_32_34.jpg,9,17
510,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2514_03_25_20.jpg,2,3
511,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6531_03_33_54.jpg,23,45
512,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5381_03_31_26.jpg,24,47
513,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5361_03_31_24.jpg,14,27
514,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8637_03_38_25.jpg,30,59
515,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_988_03_22_04.jpg,29,58
516,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9501_03_40_18.jpg,14,26
517,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9863_03_41_04.jpg,26,52
518,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4135_03_28_47.jpg,2,3
519,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4123_03_28_45.jpg,6,11
520,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9515_03_40_19.jpg,19,38
521,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6842_03_34_34.jpg,11,21
522,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1024_03_22_09.jpg,18,34
523,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5345_03_31_22.jpg,6,11
524,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_607_03_21_15.jpg,10,19
525,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9538_03_40_22.jpg,28,55
526,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1046_03_22_12.jpg,9,17
