index,unit1_rgb,unit2_pos,unit1_beam_32,unit1_beam_64
1294,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6514_03_33_52.jpg,"[0.014449024506545541, 0.055636353383799984]",18,34
593,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2572_03_25_27.jpg,"[0.055784324256442155, 0.03174920422077194]",15,29
557,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2627_03_25_34.jpg,"[0.048788883476106, 0.0157609446225586]",30,59
847,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_633_03_21_19.jpg,"[0.05867235940628472, 0.03546398432956468]",15,29
1548,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4093_03_28_41.jpg,"[0.0615793812937153, 0.03111397622960496]",22,43
203,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8589_03_38_19.jpg,"[0.230889746065863, 0.25869981071421577]",7,14
170,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8574_03_38_16.jpg,"[0.5001094374458197, 0.6182246704224357]",2,3
305,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1017_03_22_08.jpg,"[0.013291653928265167, 0.011627088367932187]",20,39
1540,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8121_03_37_18.jpg,"[0.101632548847045, 0.126834626539291]",4,7
1459,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4106_03_28_43.jpg,"[0.03640437367704486, 0.022825963644322423]",15,30
699,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9904_03_41_10.jpg,"[0.038088333218182294, 0.015321090526965711]",11,20
303,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6837_03_34_33.jpg,"[0.026428073696435937, 0.042243445125520716]",14,27
1444,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5946_03_32_39.jpg,"[0.13211165397162997, 0.06286763423353595]",25,49
991,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6537_03_33_54.jpg,"[0.044323015272076126, 0.025027719065680406]",25,49
726,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6861_03_34_36.jpg,"[0.18744316797701527, 0.5630231056726956]",2,3
882,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2527_03_25_21.jpg,"[0.10947026240315962, 0.11019145055225478]",6,11
326,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2818_03_25_58.jpg,"[0.06173895193091312, 0.03382793582920411]",26,52
1066,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5367_03_31_24.jpg,"[0.06836491314182866, 0.05042550354749565]",17,34
407,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8073_03_37_11.jpg,"[0.06336806089679635, 0.019392020368889845]",24,48
665,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4364_03_29_16.jpg,"[0.04770828026276474, 0.06964294708551982]",25,49
1086,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8072_03_37_11.jpg,"[0.02334894054883273, 0.008746121457342847]",24,47
1311,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2048_03_24_20.jpg,"[0.0400235740271509, 0.05670524222702539]",26,51
576,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8123_03_37_18.jpg,"[0.06024825862608803, 0.17897781853509723]",4,7
537,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6853_03_34_35.jpg,"[0.04329040631208232, 0.012655778473030975]",5,9
1119,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4343_03_29_13.jpg,"[0.021197403294070057, 0.025664724747121163]",16,30
383,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5374_03_31_25.jpg,"[0.014052471255749398, 0.02040130880057041]",20,39
423,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2604_03_25_31.jpg,"[0.04047046557297197, 0.03001400647901203]",24,46
23,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4094_03_28_41.jpg,"[0.018209277564596945, 0.003050975268600889]",22,43
205,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4312_03_29_09.jpg,"[0.48822051665843025, 0.5643300903229136]",2,3
877,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2015_03_24_16.jpg,"[0.27826693044167666, 0.18451993044069995]",6,11
1326,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5358_03_31_23.jpg,"[0.14756644816096162, 0.18783262759348046]",12,23
709,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1287_03_22_43.jpg,"[0.06867878032244987, 0.056156127081916654]",15,29
1235,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2033_03_24_18.jpg,"[0.03892339806580228, 0.03839027278466102]",19,34
249,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9465_03_40_13.jpg,"[0.11772732501538423, 0.3819841795123108]",3,4
539,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7814_03_36_38.jpg,"[0.1260148601694168, 0.14014543609084]",4,6
237,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2523_03_25_21.jpg,"[0.052082379235119276, 0.020016161689532148]",6,11
354,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2820_03_25_59.jpg,"[0.045876997702194555, 0.032958071836846264]",26,51
454,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5893_03_32_32.jpg,"[0.2325687831194776, 0.21344987080683722]",3,4
693,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5370_03_31_25.jpg,"[0.012337746167594392, 0.006758300547213224]",19,37
1501,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2537_03_25_23.jpg,"[0.07501953026225197, 0.08344762957904583]",9,17
977,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2807_03_25_57.jpg,"[0.03694098341807337, 0.00948294540340428]",30,58
20,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1072_03_22_15.jpg,"[0.4237570264846823, 0.36244147599903087]",2,2
289,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_583_03_21_12.jpg,"[0.014198680855385337, 0.05402148424713145]",4,7
859,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6838_03_34_33.jpg,"[0.08754556157759398, 0.07151797068053521]",13,25
758,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1259_03_22_39.jpg,"[0.5244360777783501, 0.6175705186315799]",3,4
1171,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8110_03_37_16.jpg,"[0.07365734904239743, 0.06286495814065068]",9,17
302,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4339_03_29_13.jpg,"[0.002843791363179182, 0.06043718756018224]",14,27
369,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5353_03_31_23.jpg,"[0.037320542366707385, 0.03216634975673839]",10,20
1164,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9466_03_40_13.jpg,"[0.2834771490804061, 0.29076519530938266]",3,4
829,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2047_03_24_20.jpg,"[0.09772403515288981, 0.08390640747432744]",26,52
52,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_670_03_21_23.jpg,"[0.12517739267907735, 0.06275885105774962]",26,51
4,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6811_03_34_29.jpg,"[0.049507449452352754, 0.06663752274081611]",26,51
538,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9260_03_39_46.jpg,"[0.017474654902859106, 0.009568695065428099]",30,60
116,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9492_03_40_16.jpg,"[0.0199346094413428, 0.016893467131605958]",9,18
141,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_603_03_21_15.jpg,"[0.05944946782342779, 0.08568035121807624]",9,17
670,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6291_03_33_23.jpg,"[0.5736123532090291, 0.16377230336252668]",3,4
276,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7830_03_36_40.jpg,"[0.10836194089698152, 0.07699512998882255]",11,22
621,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9876_03_41_06.jpg,"[0.03629748537654948, 0.02551767344307546]",23,44
168,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6234_03_33_16.jpg,"[0.11745447856411975, 0.06307218330471666]",26,52
853,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4334_03_29_12.jpg,"[0.07303904944890702, 0.05324765375945654]",11,22
1387,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_986_03_22_04.jpg,"[0.028767661694778478, 0.0045848161356932]",30,59
905,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2596_03_25_30.jpg,"[0.017116954142868065, 0.007738878325224611]",21,42
811,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4365_03_29_16.jpg,"[0.12134529474360957, 0.11106196445288477]",26,51
50,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1298_03_22_44.jpg,"[0.04909296428272355, 0.017675746426818666]",20,39
95,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4113_03_28_44.jpg,"[0.04369709754313373, 0.020820939279930315]",12,22
651,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6473_03_33_46.jpg,"[0.18174761550895327, 0.19922781339795462]",4,7
304,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4117_03_28_44.jpg,"[0.027113998892323108, 0.0049402395007557744]",9,17
636,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9902_03_41_09.jpg,"[0.04205661997511448, 0.012955042117401169]",11,22
1036,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2031_03_24_18.jpg,"[0.04689759344859104, 0.018446939051506673]",16,31
105,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4337_03_29_12.jpg,"[0.16111688429042603, 0.12734000668067474]",12,23
585,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1031_03_22_10.jpg,"[0.04501491777424103, 0.01902052133156648]",15,29
1230,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8586_03_38_18.jpg,"[0.14641816074418168, 0.26103038177810123]",6,12
858,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_577_03_21_11.jpg,"[0.29316237768570774, 0.32784261515442725]",3,6
970,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_987_03_22_04.jpg,"[0.013847426210007483, 0.003908491003788121]",30,59
1320,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2009_03_24_15.jpg,"[0.0053912958583186045, 0.45806643687311926]",4,4
1464,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6542_03_33_55.jpg,"[0.08001374546039702, 0.1159272733528529]",26,51
701,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1011_03_22_07.jpg,"[0.02588736188247175, 0.01755851444349455]",23,45
1048,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1281_03_22_42.jpg,"[0.06716534981335276, 0.10125515446551497]",12,22
938,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4342_03_29_13.jpg,"[0.03332998721383864, 0.02849503704238216]",15,29
1113,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_596_03_21_14.jpg,"[0.1281189305802095, 0.13659431817693082]",7,14
1070,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2510_03_25_19.jpg,"[0.7086982639968736, 0.5421367168067713]",2,4
429,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2882_03_26_07.jpg,"[0.012638779720031173, 0.0923983956823153]",4,7
229,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9490_03_40_16.jpg,"[0.04502616917429314, 0.035541285184050676]",9,17
373,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6508_03_33_51.jpg,"[0.0316922638947905, 0.01042026605142019]",16,32
971,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3616_03_27_40.jpg,"[0.07286441834393102, 0.03150044227213667]",25,49
860,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1280_03_22_42.jpg,"[0.16473467821552557, 0.09928275931937403]",11,22
703,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5364_03_31_24.jpg,"[0.02863821199313688, 0.023862032119804852]",15,29
664,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6824_03_34_31.jpg,"[0.053301808316812235, 0.03049744265873651]",20,39
907,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_572_03_21_11.jpg,"[0.0977243281580995, 0.4230731008222774]",2,4
1452,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5401_03_31_29.jpg,"[0.048330213120855316, 0.022165847989322408]",31,60
286,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1000_03_22_06.jpg,"[0.05939649248151561, 0.02082309926918772]",26,51
1556,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4073_03_28_39.jpg,"[0.02726143911383971, 0.00047913531615886965]",30,58
532,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2021_03_24_17.jpg,"[0.02335825811450093, 0.03165781564873989]",10,19
1305,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4369_03_29_16.jpg,"[0.02491323676233227, 0.029557694412174703]",28,54
1318,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_665_03_21_23.jpg,"[0.0711556119610118, 0.03897001007835695]",25,49
212,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_616_03_21_16.jpg,"[0.11652108116812739, 0.08588000686226677]",11,22
614,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9319_03_39_54.jpg,"[0.1929589324484107, 0.15616819817232414]",2,3
588,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1032_03_22_10.jpg,"[0.039351888884454754, 0.017059671614730567]",15,29
89,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5955_03_32_40.jpg,"[0.009051692740907263, 0.01266594762599499]",29,57
731,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1296_03_22_44.jpg,"[0.03961283932420576, 0.026515263525857518]",19,38
1224,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5386_03_31_27.jpg,"[0.06344517986798708, 0.12914845290769442]",26,51
725,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8091_03_37_14.jpg,"[0.05803542468145792, 0.028750527453128956]",19,34
893,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9290_03_39_50.jpg,"[0.04282540704430234, 0.025401129597921825]",14,28
1433,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2054_03_24_21.jpg,"[0.043566065613359815, 0.012313372388360354]",29,57
1471,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4349_03_29_14.jpg,"[0.021560143743667777, 0.012290740288530621]",19,37
615,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6499_03_33_50.jpg,"[0.1487041287891507, 0.09979702791212668]",14,26
1228,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9875_03_41_06.jpg,"[0.04269103485513792, 0.009568695065428099]",23,46
1473,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5932_03_32_37.jpg,"[0.07711170466153122, 0.03421621779190797]",20,39
1558,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2543_03_25_23.jpg,"[0.05162868996843337, 0.05448561432818361]",9,17
461,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_623_03_21_17.jpg,"[0.08841098176493797, 0.07851740631166065]",13,26
626,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9503_03_40_18.jpg,"[0.07487173843448372, 0.023156250851212583]",15,29
1451,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7839_03_36_42.jpg,"[0.04078058228690916, 0.006482567405284251]",16,31
1377,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9856_03_41_03.jpg,"[0.025141253416514003, 0.015533610531954718]",28,55
193,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6233_03_33_15.jpg,"[0.04469302225087423, 0.027682040023836348]",28,54
1551,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_652_03_21_21.jpg,"[0.040444446710351384, 0.008393699139301625]",21,42
1365,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9886_03_41_07.jpg,"[0.026379434831627177, 0.0041937242754597984]",19,38
1533,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9307_03_39_52.jpg,"[0.09639191626754959, 0.04012726733164391]",6,11
580,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2528_03_25_21.jpg,"[0.15676376449108542, 0.12910768072109233]",6,11
910,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6474_03_33_46.jpg,"[0.01829495228791066, 0.13170119702590508]",4,7
1512,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6821_03_34_31.jpg,"[0.025185497203177348, 0.01091369934956607]",22,43
497,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9493_03_40_17.jpg,"[0.02623510046533329, 0.016785907312567187]",10,19
1303,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2626_03_25_34.jpg,"[0.06373162176098122, 0.025819498490635848]",30,59
1099,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5334_03_31_20.jpg,"[0.5968618087223315, 0.559564580572617]",2,3
1271,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_627_03_21_18.jpg,"[0.08532235524854082, 0.04267127591807907]",14,26
1438,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_600_03_21_14.jpg,"[0.037991055488564775, 0.08183855227197898]",8,16
1561,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5385_03_31_27.jpg,"[0.008163769753458948, 0.07291341931556057]",25,49
1360,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2597_03_25_30.jpg,"[0.030977213981060018, 0.01116590198905382]",22,42
147,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8102_03_37_15.jpg,"[0.11528067291342055, 0.14311723723993514]",12,23
1290,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8066_03_37_11.jpg,"[0.02908510353895795, 0.021871191047704706]",26,52
1197,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_608_03_21_15.jpg,"[0.08680355518457186, 0.05739716515746178]",9,17
1185,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6856_03_34_35.jpg,"[0.1416473913189471, 0.17890348049773416]",3,5
322,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2583_03_25_28.jpg,"[0.05641774291875264, 0.04402436582572041]",19,36
57,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5384_03_31_27.jpg,"[0.1221633066880256, 0.12014829377574246]",25,49
143,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2873_03_26_05.jpg,"[0.03466497755023383, 0.011878621984198628]",9,17
737,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7825_03_36_40.jpg,"[0.08309768389343915, 0.06314833726225184]",9,16
600,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5896_03_32_32.jpg,"[0.06589693026059942, 0.062396546310982064]",4,6
633,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_681_03_21_25.jpg,"[0.059974591760236395, 0.019473813236433286]",30,59
405,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7828_03_36_40.jpg,"[0.027227274706389724, 0.018110821785116447]",10,20
1374,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_610_03_21_16.jpg,"[0.03272264601519068, 0.024030912695814734]",10,20
1015,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4115_03_28_44.jpg,"[0.01507377021464918, 0.0016470587110885347]",10,20
199,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2853_03_26_03.jpg,"[0.04128935653301702, 0.017310708242318312]",14,28
160,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6849_03_34_34.jpg,"[0.15725542723294728, 0.16674392610542946]",6,11
228,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2531_03_25_22.jpg,"[0.21051404658185105, 0.14512489946731413]",7,13
1483,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6826_03_34_31.jpg,"[0.0340601561963892, 0.022894165782998504]",20,39
654,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8088_03_37_13.jpg,"[0.05287865019297615, 0.007579555223805]",19,38
1485,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2847_03_26_02.jpg,"[0.03499478421426227, 0.007286140753884043]",16,32
1362,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9480_03_40_15.jpg,"[0.12042086330703375, 0.061369633896157086]",5,9
332,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8074_03_37_12.jpg,"[0.03193041852922754, 0.04073368909439583]",24,46
290,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4347_03_29_14.jpg,"[0.06425721450612537, 0.03190002116980621]",19,34
878,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4336_03_29_12.jpg,"[0.006496277105106194, 0.14878665470708016]",12,23
662,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7862_03_36_44.jpg,"[0.014781468217461197, 0.022773015235092377]",28,54
404,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1307_03_22_45.jpg,"[0.013633356603807071, 0.029895742288432153]",26,51
1031,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8625_03_38_23.jpg,"[0.01902342184024501, 0.02321405445753447]",24,46
821,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2883_03_26_07.jpg,"[0.1836322836187292, 0.4055469097578471]",3,6
88,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8125_03_37_18.jpg,"[0.5955563533110733, 0.5296666974098766]",3,6
871,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1265_03_22_40.jpg,"[0.039813254887634555, 0.025929332988627096]",4,7
522,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1024_03_22_09.jpg,"[0.022663015352945563, 0.016210967871115558]",18,34
155,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5957_03_32_40.jpg,"[0.04952608458368911, 0.015939898776786615]",30,58
1094,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5365_03_31_24.jpg,"[0.03948268641006091, 0.02155078626954087]",17,32
1270,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2835_03_26_01.jpg,"[0.03387685213720635, 0.014666116793295254]",20,39
1297,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6860_03_34_36.jpg,"[0.009461079619887836, 0.7069120898708451]",2,4
1477,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2618_03_25_33.jpg,"[0.018294600681659053, 0.004205288819714026]",28,55
482,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2855_03_26_03.jpg,"[0.07992654710999293, 0.04423115134595526]",14,27
1150,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2620_03_25_33.jpg,"[0.034413989287612315, 0.007498240229991088]",28,55
1465,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6247_03_33_17.jpg,"[0.029991368652532917, 0.004782655859711576]",22,43
448,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8083_03_37_13.jpg,"[0.045587391352935734, 0.024956324730491163]",20,39
1001,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5919_03_32_35.jpg,"[0.11641888095098712, 0.10002587208371583]",13,26
1333,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_666_03_21_23.jpg,"[0.06432425409810269, 0.03643682055315797]",26,52
1487,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2546_03_25_24.jpg,"[0.03290114478893456, 0.02111582560093817]",11,20
121,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8095_03_37_14.jpg,"[0.020508899652337577, 0.02297356928189439]",16,32
1221,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1068_03_22_15.jpg,"[0.08699189893336139, 0.3242810795932148]",2,3
987,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2599_03_25_30.jpg,"[0.06883190484503454, 0.029839697257434877]",23,44
84,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3640_03_27_43.jpg,"[0.016157010474877657, 0.0049820438946135545]",17,33
1536,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4323_03_29_11.jpg,"[0.22170256771599453, 0.15792566482987935]",6,11
1329,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8131_03_37_19.jpg,"[0.30757266690353213, 0.3758050236953689]",2,2
187,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6264_03_33_19.jpg,"[0.03200513485769879, 0.02849895560696415]",14,26
1288,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6285_03_33_22.jpg,"[0.028604692197148198, 0.016304229708167292]",4,8
1353,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4103_03_28_43.jpg,"[0.03474836683291197, 0.019362048128574814]",17,34
315,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4370_03_29_17.jpg,"[0.02459936958171102, 0.007517164029679787]",28,55
387,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2864_03_26_04.jpg,"[0.04920922874992903, 0.04593454181227879]",11,22
1263,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3656_03_27_45.jpg,"[0.02211409939311003, 0.04281920650978709]",9,17
134,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_981_03_22_04.jpg,"[0.040520745266955, 0.007289925513821783]",30,60
637,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_579_03_21_12.jpg,"[0.015267446658255081, 0.18691161199711556]",4,7
1342,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9461_03_40_12.jpg,"[0.04755451112871876, 0.03973873687460067]",4,6
82,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2540_03_25_23.jpg,"[0.07857174962142259, 0.06019538345304868]",9,17
